pais;iso3;anio;valor_en_porcentaje;anioString;colorPais
Hong Kong (China);HKG;1995;0;1995;#4B4BB0
Croacia;HRV;1995;19.160814;1995;#4B4BB0
Hungría;HUN;1995;14.107273;1995;#720034
Indonesia;IDN;1995;3.5392694;1995;#720034
India;IND;1995;8.415953;1995;#608584
Argentina;ARG;1995;15.7267065;1995;#FF7B03
Brasil;BRA;1995;45.10697;1995;#006CBA
Chile;CHL;1995;26.028479;1995;#000000
Irlanda;IRL;1995;1.6132627;1995;#608584
Mundo;OWID_WRL;1995;14.391136;1995;#ABBABA
Irán;IRN;1995;2.326306;1995;#608584
Israel;ISR;1995;0.03786924;1995;#FF7B03
Italia;ITA;1995;6.312267;1995;#ABBABA
Japón;JPN;1995;18.291859;1995;#ABBABA
Kazajistán;KAZ;1995;4.1522856;1995;#006CBA
República de Corea;KOR;1995;11.33561;1995;#006CBA
Lituania;LTU;1995;35.12661;1995;#C43E3E
Luxemburgo;LUX;1995;0.9501822;1995;#C43E3E
Letonia;LVA;1995;19.48626;1995;#4B4BB0
Marruecos;MAR;1995;1.7634826;1995;#4B4BB0
México;MEX;1995;8.619722;1995;#4B4BB0
Malasia;MYS;1995;4.6203046;1995;#720034
Países Bajos;NLD;1995;1.6255144;1995;#720034
Noruega;NOR;1995;70.81382;1995;#608584
Nueva Zelanda;NZL;1995;42.02623;1995;#608584
Omán;OMN;1995;0;1995;#608584
Pakistán;PAK;1995;16.73844;1995;#FF7B03
Perú;PER;1995;29.034714;1995;#FF7B03
Filipinas;PHL;1995;13.860743;1995;#006CBA
Polonia;POL;1995;0.52282447;1995;#006CBA
Rumania;ROU;1995;8.897041;1995;#000000
Rusia;RUS;1995;10.436023;1995;#000000
Arabia Saudita;SAU;1995;0;1995;#000000
Singapur;SGP;1995;0.20108198;1995;#C43E3E
Eslovaquia;SVK;1995;22.35181;1995;#C43E3E
Eslovenia;SVN;1995;31.110521;1995;#C43E3E
Suecia;SWE;1995;62.477894;1995;#4B4BB0
Tailandia;THA;1995;3.242116;1995;#4B4BB0
Turkmenistán;TKM;1995;0.011015031;1995;#4B4BB0
Turquía;TUR;1995;14.924197;1995;#720034
Taiwán (China);TWN;1995;14.770629;1995;#720034
Ucrania;UKR;1995;12.409263;1995;#608584
Estados Unidos;USA;1995;13.025415;1995;#608584
Uzbekistán;UZB;1995;3.5991855;1995;#608584
Venezuela;VEN;1995;20.915274;1995;#FF7B03
Vietnam;VNM;1995;24.608881;1995;#FF7B03
Sudáfrica;ZAF;1995;3.0094414;1995;#FF7B03
Australia;AUS;1996;4.236591;1996;#C43E3E
Austria;AUT;1996;28.95124;1996;#4B4BB0
Azerbaiyán;AZE;1996;3.449877;1996;#720034
Bélgica;BEL;1996;17.467783;1996;#608584
Bangladesh;BGD;1996;1.9475645;1996;#608584
Bulgaria;BGR;1996;22.036705;1996;#FF7B03
Bielorrusia;BLR;1996;0.018399423;1996;#FF7B03
Canadá;CAN;1996;38.403633;1996;#006CBA
Suiza;CHE;1996;47.49946;1996;#000000
China;CHN;1996;5.516128;1996;#C43E3E
Colombia;COL;1996;31.470236;1996;#C43E3E
República Checa;CZE;1996;8.643803;1996;#4B4BB0
Alemania;DEU;1996;12.851331;1996;#4B4BB0
Dinamarca;DNK;1996;2.187726;1996;#720034
Argelia;DZA;1996;0.1288034;1996;#720034
Ecuador;ECU;1996;17.381893;1996;#608584
Egipto;EGY;1996;7.3617535;1996;#608584
España;ESP;1996;22.272806;1996;#FF7B03
Estonia;EST;1996;0.02417878;1996;#FF7B03
Finlandia;FIN;1996;31.417072;1996;#000000
Francia;FRA;1996;44.615746;1996;#000000
Reino Unido;GBR;1996;10.681777;1996;#C43E3E
Grecia;GRC;1996;3.9930205;1996;#C43E3E
Hong Kong (China);HKG;1996;0;1996;#4B4BB0
Croacia;HRV;1996;24.701183;1996;#4B4BB0
Hungría;HUN;1996;14.031773;1996;#720034
Indonesia;IDN;1996;3.5088153;1996;#720034
India;IND;1996;7.5632095;1996;#608584
Irlanda;IRL;1996;1.6042329;1996;#608584
Argentina;ARG;1996;13.445457;1996;#FF7B03
Brasil;BRA;1996;44.64007;1996;#006CBA
Chile;CHL;1996;22.5519;1996;#000000
Irán;IRN;1996;2.2645998;1996;#608584
Israel;ISR;1996;0.035080772;1996;#FF7B03
Mundo;OWID_WRL;1996;14.324227;1996;#ABBABA
Italia;ITA;1996;7.0418596;1996;#ABBABA
Japón;JPN;1996;18.362389;1996;#ABBABA
Kazajistán;KAZ;1996;4.2072906;1996;#006CBA
República de Corea;KOR;1996;11.246221;1996;#006CBA
Lituania;LTU;1996;37.748474;1996;#C43E3E
Luxemburgo;LUX;1996;0.6496766;1996;#C43E3E
Letonia;LVA;1996;13.271263;1996;#4B4BB0
Marruecos;MAR;1996;5.4025164;1996;#4B4BB0
México;MEX;1996;8.989228;1996;#4B4BB0
Malasia;MYS;1996;3.450362;1996;#720034
Países Bajos;NLD;1996;1.7244614;1996;#720034
Noruega;NOR;1996;66.01417;1996;#608584
Nueva Zelanda;NZL;1996;39.501213;1996;#608584
Omán;OMN;1996;0;1996;#608584
Pakistán;PAK;1996;16.97501;1996;#FF7B03
Perú;PER;1996;28.98498;1996;#FF7B03
Filipinas;PHL;1996;14.196915;1996;#006CBA
Polonia;POL;1996;0.5270424;1996;#006CBA
Portugal;PRT;1996;18.706312;1996;#006CBA
Rumania;ROU;1996;9.162137;1996;#000000
Rusia;RUS;1996;10.330556;1996;#000000
Arabia Saudita;SAU;1996;0;1996;#000000
Singapur;SGP;1996;0.1992702;1996;#C43E3E
Eslovaquia;SVK;1996;21.031197;1996;#C43E3E
Eslovenia;SVN;1996;30.439493;1996;#C43E3E
Suecia;SWE;1996;58.50823;1996;#4B4BB0
Tailandia;THA;1996;3.1593456;1996;#4B4BB0
Turkmenistán;TKM;1996;0.009452702;1996;#4B4BB0
Turquía;TUR;1996;15.543943;1996;#720034
Taiwán (China);TWN;1996;15.040557;1996;#720034
Ucrania;UKR;1996;14.577442;1996;#608584
Estados Unidos;USA;1996;13.028134;1996;#608584
Uzbekistán;UZB;1996;3.6788316;1996;#608584
Venezuela;VEN;1996;22.462038;1996;#FF7B03
Vietnam;VNM;1996;24.35814;1996;#FF7B03
Sudáfrica;ZAF;1996;3.2904696;1996;#FF7B03
Australia;AUS;1997;4.14584;1997;#C43E3E
Austria;AUT;1997;29.96351;1997;#4B4BB0
Azerbaiyán;AZE;1997;4.0128255;1997;#720034
Bélgica;BEL;1997;18.900806;1997;#608584
Bangladesh;BGD;1997;1.8034276;1997;#608584
Bulgaria;BGR;1997;22.749031;1997;#FF7B03
Bielorrusia;BLR;1997;0.023874052;1997;#FF7B03
Canadá;CAN;1997;36.94579;1997;#006CBA
Suiza;CHE;1997;49.083054;1997;#000000
China;CHN;1997;5.734295;1997;#C43E3E
Colombia;COL;1997;27.651566;1997;#C43E3E
República Checa;CZE;1997;8.796525;1997;#4B4BB0
Alemania;DEU;1997;13.72767;1997;#4B4BB0
Dinamarca;DNK;1997;3.3808842;1997;#720034
Argelia;DZA;1997;0.074455895;1997;#720034
Ecuador;ECU;1997;16.071615;1997;#608584
Egipto;EGY;1997;7.2438493;1997;#608584
España;ESP;1997;19.95217;1997;#FF7B03
Estonia;EST;1997;0.03927203;1997;#FF7B03
Finlandia;FIN;1997;34.26124;1997;#000000
Francia;FRA;1997;44.87764;1997;#000000
Reino Unido;GBR;1997;11.414352;1997;#C43E3E
Grecia;GRC;1997;3.4682534;1997;#C43E3E
Hong Kong (China);HKG;1997;0;1997;#4B4BB0
Croacia;HRV;1997;18.543142;1997;#4B4BB0
Hungría;HUN;1997;14.180471;1997;#720034
Indonesia;IDN;1997;2.4772785;1997;#720034
India;IND;1997;7.4497075;1997;#608584
Irlanda;IRL;1997;1.6546531;1997;#608584
Irán;IRN;1997;1.4810697;1997;#608584
Israel;ISR;1997;0.03341767;1997;#FF7B03
Argentina;ARG;1997;15.912051;1997;#FF7B03
Brasil;BRA;1997;43.838768;1997;#006CBA
Chile;CHL;1997;21.909548;1997;#000000
Italia;ITA;1997;6.921144;1997;#ABBABA
Mundo;OWID_WRL;1997;14.301761;1997;#ABBABA
Japón;JPN;1997;19.64846;1997;#ABBABA
Kazajistán;KAZ;1997;4.3670907;1997;#006CBA
República de Corea;KOR;1997;10.66637;1997;#006CBA
Lituania;LTU;1997;35.347973;1997;#C43E3E
Luxemburgo;LUX;1997;0.90258384;1997;#C43E3E
Letonia;LVA;1997;20.91794;1997;#4B4BB0
Marruecos;MAR;1997;5.5313864;1997;#4B4BB0
México;MEX;1997;8.231412;1997;#4B4BB0
República del Norte de Macedonia;MKD;1997;8.866941;1997;#720034
Malasia;MYS;1997;2.393924;1997;#720034
Países Bajos;NLD;1997;1.3200631;1997;#720034
Noruega;NOR;1997;66.316696;1997;#608584
Nueva Zelanda;NZL;1997;35.65875;1997;#608584
Omán;OMN;1997;0;1997;#608584
Pakistán;PAK;1997;13.201102;1997;#FF7B03
Perú;PER;1997;29.360386;1997;#FF7B03
Filipinas;PHL;1997;12.726948;1997;#006CBA
Polonia;POL;1997;0.55044067;1997;#006CBA
Portugal;PRT;1997;16.634521;1997;#006CBA
Rumania;ROU;1997;12.827895;1997;#000000
Rusia;RUS;1997;11.033611;1997;#000000
Arabia Saudita;SAU;1997;0;1997;#000000
Singapur;SGP;1997;0.18945949;1997;#C43E3E
Eslovaquia;SVK;1997;20.951532;1997;#C43E3E
Eslovenia;SVN;1997;29.251715;1997;#C43E3E
Suecia;SWE;1997;62.78201;1997;#4B4BB0
Tailandia;THA;1997;2.9763775;1997;#4B4BB0
Turquía;TUR;1997;14.665958;1997;#720034
Taiwán (China);TWN;1997;13.8999195;1997;#720034
Ucrania;UKR;1997;15.30688;1997;#608584
Estados Unidos;USA;1997;12.522131;1997;#608584
Uzbekistán;UZB;1997;3.2915208;1997;#608584
Venezuela;VEN;1997;22.598196;1997;#FF7B03
Vietnam;VNM;1997;20.527615;1997;#FF7B03
Sudáfrica;ZAF;1997;3.649642;1997;#FF7B03
Australia;AUS;1998;4.037756;1998;#C43E3E
Austria;AUT;1998;30.441757;1998;#4B4BB0
Azerbaiyán;AZE;1998;4.5553145;1998;#720034
Bélgica;BEL;1998;18.129604;1998;#608584
Bangladesh;BGD;1998;2.0371237;1998;#608584
Bulgaria;BGR;1998;23.088684;1998;#FF7B03
Bielorrusia;BLR;1998;0.032551832;1998;#FF7B03
Canadá;CAN;1998;35.161274;1998;#006CBA
Suiza;CHE;1998;48.695683;1998;#000000
China;CHN;1998;5.7914777;1998;#C43E3E
Colombia;COL;1998;26.757204;1998;#C43E3E
República Checa;CZE;1998;9.354208;1998;#4B4BB0
Alemania;DEU;1998;13.378138;1998;#4B4BB0
Dinamarca;DNK;1998;4.675769;1998;#720034
Argelia;DZA;1998;0.20617963;1998;#720034
Ecuador;ECU;1998;15.920069;1998;#608584
Egipto;EGY;1998;7.1541777;1998;#608584
España;ESP;1998;19.764359;1998;#FF7B03
Estonia;EST;1998;0.06567057;1998;#FF7B03
Finlandia;FIN;1998;37.44149;1998;#000000
Francia;FRA;1998;42.986088;1998;#000000
Reino Unido;GBR;1998;11.633208;1998;#C43E3E
Grecia;GRC;1998;3.1564183;1998;#C43E3E
Hong Kong (China);HKG;1998;0;1998;#4B4BB0
Croacia;HRV;1998;18.063107;1998;#4B4BB0
Hungría;HUN;1998;13.897599;1998;#720034
Indonesia;IDN;1998;4.0149045;1998;#720034
India;IND;1998;8.317193;1998;#608584
Irlanda;IRL;1998;2.2191892;1998;#608584
Irán;IRN;1998;1.7921339;1998;#608584
Israel;ISR;1998;0.031755347;1998;#FF7B03
Italia;ITA;1998;6.806154;1998;#ABBABA
Argentina;ARG;1998;14.55387;1998;#FF7B03
Brasil;BRA;1998;44.010098;1998;#006CBA
Chile;CHL;1998;18.059258;1998;#000000
Japón;JPN;1998;20.391973;1998;#ABBABA
Mundo;OWID_WRL;1998;14.411431;1998;#ABBABA
Kazajistán;KAZ;1998;4.251628;1998;#006CBA
República de Corea;KOR;1998;13.71928;1998;#006CBA
Lituania;LTU;1998;37.390423;1998;#C43E3E
Luxemburgo;LUX;1998;1.294618;1998;#C43E3E
Letonia;LVA;1998;28.085598;1998;#4B4BB0
Marruecos;MAR;1998;4.6007285;1998;#4B4BB0
México;MEX;1998;7.411193;1998;#4B4BB0
República del Norte de Macedonia;MKD;1998;9.439984;1998;#720034
Malasia;MYS;1998;2.660114;1998;#720034
Países Bajos;NLD;1998;1.8012743;1998;#720034
Noruega;NOR;1998;67.22086;1998;#608584
Nueva Zelanda;NZL;1998;38.80477;1998;#608584
Omán;OMN;1998;0;1998;#608584
Pakistán;PAK;1998;15.9530325;1998;#FF7B03
Perú;PER;1998;29.655834;1998;#FF7B03
Filipinas;PHL;1998;13.3662195;1998;#006CBA
Polonia;POL;1998;0.6830108;1998;#006CBA
Portugal;PRT;1998;15.164005;1998;#006CBA
Rumania;ROU;1998;14.810383;1998;#000000
Rusia;RUS;1998;10.90538;1998;#000000
Arabia Saudita;SAU;1998;0;1998;#000000
Singapur;SGP;1998;0.1868752;1998;#C43E3E
Eslovaquia;SVK;1998;21.45281;1998;#C43E3E
Eslovenia;SVN;1998;30.494448;1998;#C43E3E
Suecia;SWE;1998;61.885677;1998;#4B4BB0
Tailandia;THA;1998;2.3747954;1998;#4B4BB0
Turquía;TUR;1998;15.141609;1998;#720034
Taiwán (China);TWN;1998;13.633016;1998;#720034
Ucrania;UKR;1998;16.205406;1998;#608584
Estados Unidos;USA;1998;12.5830765;1998;#608584
Uzbekistán;UZB;1998;3.2868783;1998;#608584
Venezuela;VEN;1998;21.551676;1998;#FF7B03
Vietnam;VNM;1998;18.064957;1998;#FF7B03
Sudáfrica;ZAF;1998;3.8467991;1998;#FF7B03
Australia;AUS;1999;4.008933;1999;#C43E3E
Austria;AUT;1999;32.248478;1999;#4B4BB0
Azerbaiyán;AZE;1999;3.5244212;1999;#720034
Bélgica;BEL;1999;19.40948;1999;#608584
Bangladesh;BGD;1999;1.9397291;1999;#608584
Bulgaria;BGR;1999;24.39416;1999;#FF7B03
Bielorrusia;BLR;1999;0.022707757;1999;#FF7B03
Canadá;CAN;1999;35.42059;1999;#006CBA
Suiza;CHE;1999;51.14623;1999;#000000
China;CHN;1999;5.560829;1999;#C43E3E
Colombia;COL;1999;31.315977;1999;#C43E3E
República Checa;CZE;1999;10.143412;1999;#4B4BB0
Alemania;DEU;1999;14.39818;1999;#4B4BB0
Dinamarca;DNK;1999;5.389067;1999;#720034
Argelia;DZA;1999;0.1927434;1999;#720034
Ecuador;ECU;1999;19.251896;1999;#608584
Egipto;EGY;1999;7.409151;1999;#608584
España;ESP;1999;17.196512;1999;#FF7B03
Estonia;EST;1999;0.09923625;1999;#FF7B03
Finlandia;FIN;1999;36.350315;1999;#000000
Francia;FRA;1999;43.84901;1999;#000000
Reino Unido;GBR;1999;11.334201;1999;#C43E3E
Grecia;GRC;1999;3.9640613;1999;#C43E3E
Hong Kong (China);HKG;1999;0;1999;#4B4BB0
Croacia;HRV;1999;21.245943;1999;#4B4BB0
Hungría;HUN;1999;14.08054;1999;#720034
Indonesia;IDN;1999;3.852458;1999;#720034
India;IND;1999;8.142082;1999;#608584
Irlanda;IRL;1999;2.0208225;1999;#608584
Irán;IRN;1999;1.1498691;1999;#608584
Israel;ISR;1999;0.040444113;1999;#FF7B03
Italia;ITA;1999;7.312841;1999;#ABBABA
Japón;JPN;1999;19.430681;1999;#ABBABA
Argentina;ARG;1999;12.121369;1999;#FF7B03
Brasil;BRA;1999;43.936626;1999;#006CBA
Chile;CHL;1999;15.275814;1999;#000000
Kazajistán;KAZ;1999;4.455529;1999;#006CBA
República de Corea;KOR;1999;14.36509;1999;#006CBA
Mundo;OWID_WRL;1999;14.504705;1999;#ABBABA
Lituania;LTU;1999;33.25922;1999;#C43E3E
Luxemburgo;LUX;1999;1.0463189;1999;#C43E3E
Letonia;LVA;1999;21.138712;1999;#4B4BB0
Marruecos;MAR;1999;2.0588021;1999;#4B4BB0
México;MEX;1999;8.924628;1999;#4B4BB0
República del Norte de Macedonia;MKD;1999;12.636176;1999;#720034
Malasia;MYS;1999;4.2179785;1999;#720034
Países Bajos;NLD;1999;1.8878543;1999;#720034
Noruega;NOR;1999;68.73944;1999;#608584
Nueva Zelanda;NZL;1999;35.58187;1999;#608584
Omán;OMN;1999;0;1999;#608584
Pakistán;PAK;1999;13.47102;1999;#FF7B03
Perú;PER;1999;30.457071;1999;#FF7B03
Filipinas;PHL;1999;17.44719;1999;#006CBA
Polonia;POL;1999;0.6465405;1999;#006CBA
Portugal;PRT;1999;9.102555;1999;#006CBA
Rumania;ROU;1999;16.343182;1999;#000000
Rusia;RUS;1999;11.5792465;1999;#000000
Arabia Saudita;SAU;1999;0;1999;#000000
Singapur;SGP;1999;0.1887619;1999;#C43E3E
Eslovaquia;SVK;1999;23.876404;1999;#C43E3E
Eslovenia;SVN;1999;30.859545;1999;#C43E3E
Suecia;SWE;1999;62.251705;1999;#4B4BB0
Tailandia;THA;1999;1.6085247;1999;#4B4BB0
Turquía;TUR;1999;12.753752;1999;#720034
Taiwán (China);TWN;1999;13.06459;1999;#720034
Ucrania;UKR;1999;15.617665;1999;#608584
Estados Unidos;USA;1999;12.960815;1999;#608584
Uzbekistán;UZB;1999;2.8663545;1999;#608584
Venezuela;VEN;1999;22.529486;1999;#FF7B03
Vietnam;VNM;1999;21.659023;1999;#FF7B03
Sudáfrica;ZAF;1999;3.3115938;1999;#FF7B03
Australia;AUS;2000;3.9888778;2000;#C43E3E
Austria;AUT;2000;32.955013;2000;#4B4BB0
Azerbaiyán;AZE;2000;3.4349427;2000;#720034
Bélgica;BEL;2000;18.815794;2000;#608584
Bangladesh;BGD;2000;1.6270729;2000;#608584
Bulgaria;BGR;2000;27.348965;2000;#FF7B03
Bielorrusia;BLR;2000;0.031301863;2000;#FF7B03
Canadá;CAN;2000;35.391804;2000;#006CBA
Suiza;CHE;2000;51.092148;2000;#000000
China;CHN;2000;6.0593867;2000;#C43E3E
Colombia;COL;2000;29.508314;2000;#C43E3E
República Checa;CZE;2000;9.721938;2000;#4B4BB0
Alemania;DEU;2000;14.95426;2000;#4B4BB0
Dinamarca;DNK;2000;7.0956717;2000;#720034
Argelia;DZA;2000;0.053235486;2000;#720034
Ecuador;ECU;2000;21.61393;2000;#608584
Egipto;EGY;2000;7.416067;2000;#608584
España;ESP;2000;18.562708;2000;#FF7B03
Estonia;EST;2000;0.34306446;2000;#FF7B03
Finlandia;FIN;2000;37.57814;2000;#000000
Francia;FRA;2000;44.656082;2000;#000000
Reino Unido;GBR;2000;10.193275;2000;#C43E3E
Grecia;GRC;2000;3.2847326;2000;#C43E3E
Croacia;HRV;2000;19.766321;2000;#4B4BB0
Hungría;HUN;2000;14.590266;2000;#720034
Indonesia;IDN;2000;3.7336404;2000;#720034
India;IND;2000;7.576315;2000;#608584
Irlanda;IRL;2000;2.034373;2000;#608584
Irán;IRN;2000;0.8082891;2000;#608584
Israel;ISR;2000;0.040315736;2000;#FF7B03
Italia;ITA;2000;7.155644;2000;#ABBABA
Japón;JPN;2000;19.333113;2000;#ABBABA
Kazajistán;KAZ;2000;6.022824;2000;#006CBA
República de Corea;KOR;2000;14.3086405;2000;#006CBA
Argentina;ARG;2000;14.791438;2000;#FF7B03
Brasil;BRA;2000;43.17118;2000;#006CBA
Chile;CHL;2000;19.783125;2000;#000000
Lituania;LTU;2000;31.899204;2000;#C43E3E
Mundo;OWID_WRL;2000;14.4528;2000;#ABBABA
Luxemburgo;LUX;2000;1.3703701;2000;#C43E3E
Letonia;LVA;2000;22.118181;2000;#4B4BB0
Marruecos;MAR;2000;1.9685844;2000;#4B4BB0
México;MEX;2000;8.286874;2000;#4B4BB0
República del Norte de Macedonia;MKD;2000;11.215343;2000;#720034
Malasia;MYS;2000;3.6815305;2000;#720034
Países Bajos;NLD;2000;2.0304074;2000;#720034
Noruega;NOR;2000;72.398;2000;#608584
Nueva Zelanda;NZL;2000;36.38399;2000;#608584
Pakistán;PAK;2000;11.8989;2000;#FF7B03
Perú;PER;2000;32.80372;2000;#FF7B03
Filipinas;PHL;2000;18.224691;2000;#006CBA
Polonia;POL;2000;0.6828024;2000;#006CBA
Portugal;PRT;2000;13.07334;2000;#006CBA
Rumania;ROU;2000;14.079319;2000;#000000
Rusia;RUS;2000;11.870029;2000;#000000
Eslovaquia;SVK;2000;27.69725;2000;#C43E3E
Eslovenia;SVN;2000;31.884966;2000;#C43E3E
Suecia;SWE;2000;64.0285;2000;#4B4BB0
Tailandia;THA;2000;2.5746095;2000;#4B4BB0
Turquía;TUR;2000;10.657172;2000;#720034
Taiwán (China);TWN;2000;12.369601;2000;#720034
Ucrania;UKR;2000;15.945633;2000;#608584
Estados Unidos;USA;2000;12.510066;2000;#608584
Uzbekistán;UZB;2000;2.8995407;2000;#608584
Venezuela;VEN;2000;22.723843;2000;#FF7B03
Vietnam;VNM;2000;20.092161;2000;#FF7B03
Sudáfrica;ZAF;2000;3.5198317;2000;#FF7B03
Australia;AUS;2001;3.870762;2001;#C43E3E
Austria;AUT;2001;30.816671;2001;#4B4BB0
Azerbaiyán;AZE;2001;3.004117;2001;#720034
Bélgica;BEL;2001;18.181503;2001;#608584
Bangladesh;BGD;2001;1.8750032;2001;#608584
Bulgaria;BGR;2001;26.787922;2001;#FF7B03
Bielorrusia;BLR;2001;0.035543468;2001;#FF7B03
Canadá;CAN;2001;34.212105;2001;#006CBA
Suiza;CHE;2001;51.217323;2001;#000000
China;CHN;2001;7.0136123;2001;#C43E3E
Colombia;COL;2001;29.830153;2001;#C43E3E
República Checa;CZE;2001;10.263885;2001;#4B4BB0
Alemania;DEU;2001;14.827655;2001;#4B4BB0
Dinamarca;DNK;2001;7.4025145;2001;#720034
Argelia;DZA;2001;0.065218486;2001;#720034
Ecuador;ECU;2001;19.692354;2001;#608584
Egipto;EGY;2001;7.225908;2001;#608584
España;ESP;2001;20.407537;2001;#FF7B03
Estonia;EST;2001;0.1589969;2001;#FF7B03
Finlandia;FIN;2001;35.32597;2001;#000000
Francia;FRA;2001;45.144386;2001;#000000
Reino Unido;GBR;2001;10.518627;2001;#C43E3E
Grecia;GRC;2001;2.296041;2001;#C43E3E
Croacia;HRV;2001;20.779488;2001;#4B4BB0
Hungría;HUN;2001;14.113013;2001;#720034
Indonesia;IDN;2001;4.112386;2001;#720034
India;IND;2001;7.414814;2001;#608584
Irlanda;IRL;2001;1.6607853;2001;#608584
Irán;IRN;2001;0.8181908;2001;#608584
Israel;ISR;2001;0.025859205;2001;#FF7B03
Italia;ITA;2001;7.6085052;2001;#ABBABA
Japón;JPN;2001;19.330158;2001;#ABBABA
Kazajistán;KAZ;2001;5.7042646;2001;#006CBA
República de Corea;KOR;2001;14.055532;2001;#006CBA
Lituania;LTU;2001;36.150475;2001;#C43E3E
Argentina;ARG;2001;18.851881;2001;#FF7B03
Brasil;BRA;2001;40.32103;2001;#006CBA
Chile;CHL;2001;22.047363;2001;#000000
Luxemburgo;LUX;2001;1.2522314;2001;#C43E3E
Mundo;OWID_WRL;2001;14.264049;2001;#ABBABA
Letonia;LVA;2001;20.512127;2001;#4B4BB0
Marruecos;MAR;2001;2.4725895;2001;#4B4BB0
México;MEX;2001;7.561595;2001;#4B4BB0
República del Norte de Macedonia;MKD;2001;6.3362017;2001;#720034
Malasia;MYS;2001;3.1404243;2001;#720034
Países Bajos;NLD;2001;2.059483;2001;#720034
Noruega;NOR;2001;67.582146;2001;#608584
Nueva Zelanda;NZL;2001;32.670124;2001;#608584
Pakistán;PAK;2001;12.602668;2001;#FF7B03
Perú;PER;2001;35.784416;2001;#FF7B03
Filipinas;PHL;2001;16.728432;2001;#006CBA
Polonia;POL;2001;0.820305;2001;#006CBA
Portugal;PRT;2001;15.646872;2001;#006CBA
Rumania;ROU;2001;13.924411;2001;#000000
Rusia;RUS;2001;12.243681;2001;#000000
Eslovaquia;SVK;2001;28.286716;2001;#C43E3E
Eslovenia;SVN;2001;31.878025;2001;#C43E3E
Suecia;SWE;2001;65.466156;2001;#4B4BB0
Tailandia;THA;2001;2.5714478;2001;#4B4BB0
Turquía;TUR;2001;9.108515;2001;#720034
Taiwán (China);TWN;2001;11.346192;2001;#720034
Ucrania;UKR;2001;16.003687;2001;#608584
Estados Unidos;USA;2001;12.225766;2001;#608584
Uzbekistán;UZB;2001;2.938592;2001;#608584
Venezuela;VEN;2001;20.884945;2001;#FF7B03
Vietnam;VNM;2001;22.102148;2001;#FF7B03
Sudáfrica;ZAF;2001;3.0763729;2001;#FF7B03
Australia;AUS;2002;3.9314501;2002;#C43E3E
Austria;AUT;2002;30.325117;2002;#4B4BB0
Azerbaiyán;AZE;2002;4.6939816;2002;#720034
Bélgica;BEL;2002;18.56499;2002;#608584
Bangladesh;BGD;2002;1.4013934;2002;#608584
Bulgaria;BGR;2002;28.910398;2002;#FF7B03
Bielorrusia;BLR;2002;0.03299707;2002;#FF7B03
Canadá;CAN;2002;34.23422;2002;#006CBA
Suiza;CHE;2002;50.068127;2002;#000000
China;CHN;2002;6.798719;2002;#C43E3E
Colombia;COL;2002;31.78181;2002;#C43E3E
República Checa;CZE;2002;12.758459;2002;#4B4BB0
Alemania;DEU;2002;15.047561;2002;#4B4BB0
Dinamarca;DNK;2002;8.58695;2002;#720034
Argelia;DZA;2002;0.05167676;2002;#720034
Ecuador;ECU;2002;21.095179;2002;#608584
Egipto;EGY;2002;6.795775;2002;#608584
España;ESP;2002;17.374657;2002;#FF7B03
Estonia;EST;2002;0.1850875;2002;#FF7B03
Finlandia;FIN;2002;33.298244;2002;#000000
Francia;FRA;2002;45.471443;2002;#000000
Reino Unido;GBR;2002;10.638668;2002;#C43E3E
Grecia;GRC;2002;2.7831924;2002;#C43E3E
Croacia;HRV;2002;16.806644;2002;#4B4BB0
Hungría;HUN;2002;14.162515;2002;#720034
Indonesia;IDN;2002;3.683814;2002;#720034
India;IND;2002;7.134006;2002;#608584
Irlanda;IRL;2002;2.2350235;2002;#608584
Irán;IRN;2002;1.4433478;2002;#608584
Israel;ISR;2002;0.09087057;2002;#FF7B03
Italia;ITA;2002;6.7783756;2002;#ABBABA
Japón;JPN;2002;18.916853;2002;#ABBABA
Kazajistán;KAZ;2002;6.120414;2002;#006CBA
República de Corea;KOR;2002;14.283207;2002;#006CBA
Lituania;LTU;2002;41.73864;2002;#C43E3E
Luxemburgo;LUX;2002;1.0301425;2002;#C43E3E
Argentina;ARG;2002;18.739147;2002;#FF7B03
Letonia;LVA;2002;17.687971;2002;#4B4BB0
Brasil;BRA;2002;41.829727;2002;#006CBA
Chile;CHL;2002;22.87545;2002;#000000
Marruecos;MAR;2002;2.324444;2002;#4B4BB0
Mundo;OWID_WRL;2002;14.20664;2002;#ABBABA
México;MEX;2002;6.8652377;2002;#4B4BB0
República del Norte de Macedonia;MKD;2002;7.790694;2002;#720034
Malasia;MYS;2002;2.5936084;2002;#720034
Países Bajos;NLD;2002;2.2342243;2002;#720034
Noruega;NOR;2002;69.31575;2002;#608584
Nueva Zelanda;NZL;2002;35.151485;2002;#608584
Pakistán;PAK;2002;13.221514;2002;#FF7B03
Perú;PER;2002;35.718193;2002;#FF7B03
Filipinas;PHL;2002;16.287714;2002;#006CBA
Polonia;POL;2002;0.81965923;2002;#006CBA
Portugal;PRT;2002;9.748959;2002;#006CBA
Rumania;ROU;2002;14.11412;2002;#000000
Rusia;RUS;2002;11.927969;2002;#000000
Eslovaquia;SVK;2002;29.226685;2002;#C43E3E
Eslovenia;SVN;2002;31.157362;2002;#C43E3E
Suecia;SWE;2002;62.236946;2002;#4B4BB0
Tailandia;THA;2002;2.8180337;2002;#4B4BB0
