pais;iso3;anio;valor_en_porcentaje;anioString;colorPais
Suiza;CHE;2018;51.802402;2018;#000000
China;CHN;2018;14.811208;2018;#C43E3E
Colombia;COL;2018;29.727283;2018;#C43E3E
República Checa;CZE;2018;21.894361;2018;#4B4BB0
Alemania;DEU;2018;22.21922;2018;#4B4BB0
Dinamarca;DNK;2018;30.937922;2018;#720034
Argelia;DZA;2018;0.28842947;2018;#720034
Ecuador;ECU;2018;27.486797;2018;#608584
Egipto;EGY;2018;4.0817986;2018;#608584
España;ESP;2018;26.878878;2018;#FF7B03
Estonia;EST;2018;8.032572;2018;#FF7B03
Finlandia;FIN;2018;46.06942;2018;#000000
Francia;FRA;2018;49.59968;2018;#000000
Reino Unido;GBR;2018;21.850895;2018;#C43E3E
Grecia;GRC;2018;13.840935;2018;#C43E3E
Hong Kong (China);HKG;2018;0.123472884;2018;#4B4BB0
Croacia;HRV;2018;27.056107;2018;#4B4BB0
Hungría;HUN;2018;19.686523;2018;#720034
Indonesia;IDN;2018;7.8509026;2018;#720034
India;IND;2018;9.160233;2018;#608584
Irlanda;IRL;2018;15.684064;2018;#608584
Irán;IRN;2018;1.4950426;2018;#608584
Iraq;IRQ;2018;0.9600835;2018;#608584
Israel;ISR;2018;1.9963728;2018;#FF7B03
Italia;ITA;2018;17.727497;2018;#ABBABA
Japón;JPN;2018;11.7921915;2018;#ABBABA
Kazajistán;KAZ;2018;3.5928986;2018;#006CBA
República de Corea;KOR;2018;11.973716;2018;#006CBA
Lituania;LTU;2018;10.192717;2018;#C43E3E
Luxemburgo;LUX;2018;7.1412535;2018;#C43E3E
Letonia;LVA;2018;23.44276;2018;#4B4BB0
Marruecos;MAR;2018;7.0946255;2018;#4B4BB0
México;MEX;2018;8.129949;2018;#4B4BB0
República del Norte de Macedonia;MKD;2018;17.79144;2018;#720034
Malasia;MYS;2018;6.6719;2018;#720034
Países Bajos;NLD;2018;6.619335;2018;#720034
Noruega;NOR;2018;69.60095;2018;#608584
Nueva Zelanda;NZL;2018;38.037117;2018;#608584
Pakistán;PAK;2018;11.757548;2018;#FF7B03
Perú;PER;2018;29.431831;2018;#FF7B03
Filipinas;PHL;2018;12.231396;2018;#006CBA
Polonia;POL;2018;5.850796;2018;#006CBA
Portugal;PRT;2018;26.87804;2018;#006CBA
Rumania;ROU;2018;25.68698;2018;#000000
Rusia;RUS;2018;12.184147;2018;#000000
Eslovaquia;SVK;2018;29.076523;2018;#C43E3E
Eslovenia;SVN;2018;35.78343;2018;#C43E3E
Suecia;SWE;2018;70.09305;2018;#4B4BB0
Tailandia;THA;2018;6.5580673;2018;#4B4BB0
Trinidad y Tobago;TTO;2018;0.007455219;2018;#720034
Turquía;TUR;2018;14.940921;2018;#720034
Argentina;ARG;2018;13.104081;2018;#FF7B03
Brasil;BRA;2018;46.57293;2018;#006CBA
Chile;CHL;2018;24.333767;2018;#000000
Taiwán (China);TWN;2018;7.3115206;2018;#720034
Mundo;OWID_WRL;2018;16.013597;2018;#ABBABA
Ucrania;UKR;2018;24.63582;2018;#608584
Estados Unidos;USA;2018;17.022757;2018;#608584
Uzbekistán;UZB;2018;2.9271045;2018;#608584
Venezuela;VEN;2018;24.067268;2018;#FF7B03
Vietnam;VNM;2018;20.761816;2018;#FF7B03
Sudáfrica;ZAF;2018;4.480698;2018;#FF7B03
Australia;AUS;2019;8.873599;2019;#C43E3E
Austria;AUT;2019;35.54422;2019;#4B4BB0
Azerbaiyán;AZE;2019;2.6910236;2019;#720034
Bélgica;BEL;2019;22.987614;2019;#608584
Bangladesh;BGD;2019;0.6336403;2019;#608584
Bulgaria;BGR;2019;30.568886;2019;#FF7B03
Bielorrusia;BLR;2019;0.76101774;2019;#FF7B03
Canadá;CAN;2019;34.93928;2019;#006CBA
Suiza;CHE;2019;52.800148;2019;#000000
China;CHN;2019;15.632977;2019;#C43E3E
Colombia;COL;2019;28.663414;2019;#C43E3E
República Checa;CZE;2019;22.951702;2019;#4B4BB0
Alemania;DEU;2019;23.9526;2019;#4B4BB0
Dinamarca;DNK;2019;34.80717;2019;#720034
Argelia;DZA;2019;0.29497427;2019;#720034
Ecuador;ECU;2019;31.76705;2019;#608584
Egipto;EGY;2019;5.169897;2019;#608584
España;ESP;2019;26.638874;2019;#FF7B03
Estonia;EST;2019;10.685646;2019;#FF7B03
Finlandia;FIN;2019;47.791584;2019;#000000
Francia;FRA;2019;49.22784;2019;#000000
Reino Unido;GBR;2019;22.635;2019;#C43E3E
Grecia;GRC;2019;14.173362;2019;#C43E3E
Hong Kong (China);HKG;2019;0.15655947;2019;#4B4BB0
Croacia;HRV;2019;24.222437;2019;#4B4BB0
Hungría;HUN;2019;20.784164;2019;#720034
Indonesia;IDN;2019;8.365575;2019;#720034
India;IND;2019;10.2422495;2019;#608584
Irlanda;IRL;2019;18.01682;2019;#608584
Irán;IRN;2019;3.3384793;2019;#608584
Iraq;IRQ;2019;2.1947129;2019;#608584
Israel;ISR;2019;3.0677214;2019;#FF7B03
Italia;ITA;2019;17.864973;2019;#ABBABA
Japón;JPN;2019;12.899484;2019;#ABBABA
Kazajistán;KAZ;2019;3.5938017;2019;#006CBA
República de Corea;KOR;2019;13.353923;2019;#006CBA
Lituania;LTU;2019;11.211691;2019;#C43E3E
Luxemburgo;LUX;2019;7.9173098;2019;#C43E3E
Letonia;LVA;2019;20.844694;2019;#4B4BB0
Marruecos;MAR;2019;7.536463;2019;#4B4BB0
México;MEX;2019;8.174997;2019;#4B4BB0
República del Norte de Macedonia;MKD;2019;11.507933;2019;#720034
Malasia;MYS;2019;6.7628555;2019;#720034
Países Bajos;NLD;2019;7.944528;2019;#720034
Noruega;NOR;2019;68.11027;2019;#608584
Nueva Zelanda;NZL;2019;36.742664;2019;#608584
Pakistán;PAK;2019;13.292276;2019;#FF7B03
Perú;PER;2019;29.230959;2019;#FF7B03
Filipinas;PHL;2019;11.298128;2019;#006CBA
Polonia;POL;2019;6.989287;2019;#006CBA
Portugal;PRT;2019;26.377306;2019;#006CBA
Rumania;ROU;2019;25.315464;2019;#000000
Rusia;RUS;2019;12.502824;2019;#000000
Eslovaquia;SVK;2019;31.853455;2019;#C43E3E
Eslovenia;SVN;2019;36.538246;2019;#C43E3E
Suecia;SWE;2019;69.576935;2019;#4B4BB0
Tailandia;THA;2019;7.14968;2019;#4B4BB0
Trinidad y Tobago;TTO;2019;0.007824987;2019;#720034
Turquía;TUR;2019;19.349861;2019;#720034
Taiwán (China);TWN;2019;8.798216;2019;#720034
Argentina;ARG;2019;14.213793;2019;#FF7B03
Ucrania;UKR;2019;25.317188;2019;#608584
Brasil;BRA;2019;47.96302;2019;#006CBA
Chile;CHL;2019;23.463417;2019;#000000
Estados Unidos;USA;2019;17.423882;2019;#608584
Mundo;OWID_WRL;2019;16.583149;2019;#ABBABA
Uzbekistán;UZB;2019;3.1971161;2019;#608584
Venezuela;VEN;2019;26.934126;2019;#FF7B03
Vietnam;VNM;2019;15.891136;2019;#FF7B03
Sudáfrica;ZAF;2019;4.585391;2019;#FF7B03
Australia;AUS;2020;10.834546;2020;#C43E3E
Austria;AUT;2020;38.186146;2020;#4B4BB0
Azerbaiyán;AZE;2020;1.9140551;2020;#720034
Bélgica;BEL;2020;23.931915;2020;#608584
Bangladesh;BGD;2020;0.6318109;2020;#608584
Bulgaria;BGR;2020;32.983704;2020;#FF7B03
Bielorrusia;BLR;2020;1.3419327;2020;#FF7B03
Canadá;CAN;2020;37.28931;2020;#006CBA
Suiza;CHE;2020;55.63272;2020;#000000
China;CHN;2020;16.28526;2020;#C43E3E
Colombia;COL;2020;29.010368;2020;#C43E3E
República Checa;CZE;2020;24.860222;2020;#4B4BB0
Alemania;DEU;2020;25.804674;2020;#4B4BB0
Dinamarca;DNK;2020;39.665318;2020;#720034
Argelia;DZA;2020;0.30043116;2020;#720034
Ecuador;ECU;2020;36.084644;2020;#608584
Egipto;EGY;2020;6.564383;2020;#608584
España;ESP;2020;32.30969;2020;#FF7B03
Estonia;EST;2020;15.223135;2020;#FF7B03
Finlandia;FIN;2020;52.013443;2020;#000000
Francia;FRA;2020;50.99431;2020;#000000
Reino Unido;GBR;2020;26.39663;2020;#C43E3E
Grecia;GRC;2020;17.60325;2020;#C43E3E
Hong Kong (China);HKG;2020;0.3168515;2020;#4B4BB0
Croacia;HRV;2020;26.004786;2020;#4B4BB0
Hungría;HUN;2020;21.981966;2020;#720034
Indonesia;IDN;2020;10.509455;2020;#720034
India;IND;2020;11.13902;2020;#608584
Irlanda;IRL;2020;21.512913;2020;#608584
Irán;IRN;2020;2.4109805;2020;#608584
Israel;ISR;2020;4.247397;2020;#FF7B03
Italia;ITA;2020;20.03473;2020;#ABBABA
Japón;JPN;2020;13.5404825;2020;#ABBABA
Kazajistán;KAZ;2020;4.171065;2020;#006CBA
República de Corea;KOR;2020;15.38554;2020;#006CBA
Lituania;LTU;2020;11.799221;2020;#C43E3E
Luxemburgo;LUX;2020;10.880759;2020;#C43E3E
Letonia;LVA;2020;26.028193;2020;#4B4BB0
Marruecos;MAR;2020;7.6258807;2020;#4B4BB0
México;MEX;2020;10.3740635;2020;#4B4BB0
República del Norte de Macedonia;MKD;2020;14.431223;2020;#720034
Malasia;MYS;2020;7.642008;2020;#720034
Países Bajos;NLD;2020;11.181961;2020;#720034
Noruega;NOR;2020;71.872536;2020;#608584
Nueva Zelanda;NZL;2020;39.00038;2020;#608584
Pakistán;PAK;2020;14.341721;2020;#FF7B03
Perú;PER;2020;33.69096;2020;#FF7B03
Filipinas;PHL;2020;12.006867;2020;#006CBA
Polonia;POL;2020;7.769742;2020;#006CBA
Portugal;PRT;2020;31.708536;2020;#006CBA
Rumania;ROU;2020;26.763618;2020;#000000
Rusia;RUS;2020;13.798109;2020;#000000
Eslovaquia;SVK;2020;32.935352;2020;#C43E3E
Eslovenia;SVN;2020;41.24567;2020;#C43E3E
Suecia;SWE;2020;71.45022;2020;#4B4BB0
Tailandia;THA;2020;7.161942;2020;#4B4BB0
Trinidad y Tobago;TTO;2020;0.008875872;2020;#720034
Turquía;TUR;2020;19.063711;2020;#720034
Taiwán (China);TWN;2020;8.84075;2020;#720034
Ucrania;UKR;2020;25.866266;2020;#608584
Estados Unidos;USA;2020;19.044956;2020;#608584
Argentina;ARG;2020;15.210581;2020;#FF7B03
Brasil;BRA;2020;49.73668;2020;#006CBA
Chile;CHL;2020;25.859335;2020;#000000
Uzbekistán;UZB;2020;2.4724567;2020;#608584
Mundo;OWID_WRL;2020;17.737514;2020;#ABBABA
Venezuela;VEN;2020;34.953274;2020;#FF7B03
Vietnam;VNM;2020;18.62855;2020;#FF7B03
Sudáfrica;ZAF;2020;4.525839;2020;#FF7B03
Australia;AUS;2021;12.895153;2021;#C43E3E
Austria;AUT;2021;36.084133;2021;#4B4BB0
Azerbaiyán;AZE;2021;2.0616357;2021;#720034
Bélgica;BEL;2021;26.657352;2021;#608584
Bangladesh;BGD;2021;0.6982034;2021;#608584
Bulgaria;BGR;2021;32.37981;2021;#FF7B03
Bielorrusia;BLR;2021;5.669104;2021;#FF7B03
Canadá;CAN;2021;36.2481;2021;#006CBA
Suiza;CHE;2021;52.978004;2021;#000000
China;CHN;2021;17.218676;2021;#C43E3E
Colombia;COL;2021;31.01171;2021;#C43E3E
República Checa;CZE;2021;24.019878;2021;#4B4BB0
Alemania;DEU;2021;23.939047;2021;#4B4BB0
Dinamarca;DNK;2021;40.553944;2021;#720034
Argelia;DZA;2021;0.25449628;2021;#720034
Ecuador;ECU;2021;32.358585;2021;#608584
Egipto;EGY;2021;6.1472235;2021;#608584
España;ESP;2021;31.804523;2021;#FF7B03
Estonia;EST;2021;14.843358;2021;#FF7B03
Finlandia;FIN;2021;54.21275;2021;#000000
Francia;FRA;2021;50.04819;2021;#000000
Reino Unido;GBR;2021;23.703312;2021;#C43E3E
Grecia;GRC;2021;20.097876;2021;#C43E3E
Hong Kong (China);HKG;2021;0.31282043;2021;#4B4BB0
Croacia;HRV;2021;29.736883;2021;#4B4BB0
Hungría;HUN;2021;22.120047;2021;#720034
Indonesia;IDN;2021;11.139235;2021;#720034
India;IND;2021;10.8042145;2021;#608584
Irlanda;IRL;2021;18.401402;2021;#608584
Irán;IRN;2021;1.5611148;2021;#608584
Israel;ISR;2021;5.197495;2021;#FF7B03
Italia;ITA;2021;18.163124;2021;#ABBABA
Japón;JPN;2021;14.915517;2021;#ABBABA
Kazajistán;KAZ;2021;4.042608;2021;#006CBA
República de Corea;KOR;2021;14.9779215;2021;#006CBA
Lituania;LTU;2021;12.441872;2021;#C43E3E
Luxemburgo;LUX;2021;10.161169;2021;#C43E3E
Letonia;LVA;2021;25.439962;2021;#4B4BB0
Marruecos;MAR;2021;7.553371;2021;#4B4BB0
México;MEX;2021;11.168653;2021;#4B4BB0
República del Norte de Macedonia;MKD;2021;15.228883;2021;#720034
Malasia;MYS;2021;8.161202;2021;#720034
Países Bajos;NLD;2021;12.910872;2021;#720034
Noruega;NOR;2021;72.297134;2021;#608584
Nueva Zelanda;NZL;2021;40.13634;2021;#608584
Pakistán;PAK;2021;13.931314;2021;#FF7B03
Perú;PER;2021;30.908962;2021;#FF7B03
Filipinas;PHL;2021;12.526743;2021;#006CBA
Polonia;POL;2021;7.8930745;2021;#006CBA
Portugal;PRT;2021;33.323704;2021;#006CBA
Rumania;ROU;2021;26.412868;2021;#000000
Rusia;RUS;2021;13.00748;2021;#000000
Eslovaquia;SVK;2021;30.811522;2021;#C43E3E
Eslovenia;SVN;2021;39.05722;2021;#C43E3E
Suecia;SWE;2021;73.17985;2021;#4B4BB0
Tailandia;THA;2021;7.2083106;2021;#4B4BB0
Trinidad y Tobago;TTO;2021;0.008597386;2021;#720034
Turquía;TUR;2021;16.45341;2021;#720034
Taiwán (China);TWN;2021;8.086329;2021;#720034
Ucrania;UKR;2021;29.286963;2021;#608584
Estados Unidos;USA;2021;18.44939;2021;#608584
Uzbekistán;UZB;2021;2.3471544;2021;#608584
Argentina;ARG;2021;13.89489;2021;#FF7B03
Brasil;BRA;2021;45.948105;2021;#006CBA
Chile;CHL;2021;24.355661;2021;#000000
Venezuela;VEN;2021;30.440966;2021;#FF7B03
Mundo;OWID_WRL;2021;17.693108;2021;#ABBABA
Vietnam;VNM;2021;22.623459;2021;#FF7B03
Sudáfrica;ZAF;2021;5.688755;2021;#FF7B03
Australia;AUS;2022;14.454731;2022;#C43E3E
Austria;AUT;2022;36.607925;2022;#4B4BB0
Azerbaiyán;AZE;2022;2.5034385;2022;#720034
Bélgica;BEL;2022;26.75972;2022;#608584
Bangladesh;BGD;2022;0.7543987;2022;#608584
Bulgaria;BGR;2022;30.389318;2022;#FF7B03
Bielorrusia;BLR;2022;4.948324;2022;#FF7B03
Canadá;CAN;2022;36.139645;2022;#006CBA
Suiza;CHE;2022;52.91246;2022;#000000
China;CHN;2022;18.379875;2022;#C43E3E
Colombia;COL;2022;30.853983;2022;#C43E3E
República Checa;CZE;2022;24.141117;2022;#4B4BB0
Alemania;DEU;2022;23.798971;2022;#4B4BB0
Dinamarca;DNK;2022;43.043022;2022;#720034
Argelia;DZA;2022;0.2927589;2022;#720034
Ecuador;ECU;2022;30.134436;2022;#608584
Egipto;EGY;2022;5.651781;2022;#608584
España;ESP;2022;30.204054;2022;#FF7B03
Estonia;EST;2022;15.2651;2022;#FF7B03
Finlandia;FIN;2022;57.825462;2022;#000000
Francia;FRA;2022;46.267143;2022;#000000
Reino Unido;GBR;2022;25.213627;2022;#C43E3E
Grecia;GRC;2022;19.891735;2022;#C43E3E
Hong Kong (China);HKG;2022;0.38217172;2022;#4B4BB0
Croacia;HRV;2022;26.92303;2022;#4B4BB0
Hungría;HUN;2022;24.004591;2022;#720034
Indonesia;IDN;2022;10.204954;2022;#720034
India;IND;2022;11.543422;2022;#608584
Irlanda;IRL;2022;20.13166;2022;#608584
Irán;IRN;2022;1.2167524;2022;#608584
Israel;ISR;2022;6.465607;2022;#FF7B03
Italia;ITA;2022;16.598764;2022;#ABBABA
Japón;JPN;2022;15.127815;2022;#ABBABA
Kazajistán;KAZ;2022;4.03933;2022;#006CBA
República de Corea;KOR;2022;16.791805;2022;#006CBA
Lituania;LTU;2022;12.488818;2022;#C43E3E
Luxemburgo;LUX;2022;10.850782;2022;#C43E3E
Letonia;LVA;2022;26.908577;2022;#4B4BB0
Marruecos;MAR;2022;7.263463;2022;#4B4BB0
México;MEX;2022;10.075467;2022;#4B4BB0
República del Norte de Macedonia;MKD;2022;13.73907;2022;#720034
Malasia;MYS;2022;8.150381;2022;#720034
Países Bajos;NLD;2022;15.435532;2022;#720034
Noruega;NOR;2022;71.628395;2022;#608584
Nueva Zelanda;NZL;2022;43.069603;2022;#608584
Pakistán;PAK;2022;16.4327;2022;#FF7B03
Perú;PER;2022;27.61327;2022;#FF7B03
Filipinas;PHL;2022;12.511821;2022;#006CBA
Polonia;POL;2022;9.370145;2022;#006CBA
Portugal;PRT;2022;28.967491;2022;#006CBA
Rumania;ROU;2022;25.794762;2022;#000000
Rusia;RUS;2022;13.683644;2022;#000000
Eslovaquia;SVK;2022;31.098017;2022;#C43E3E
Eslovenia;SVN;2022;34.78444;2022;#C43E3E
Suecia;SWE;2022;73.709915;2022;#4B4BB0
Tailandia;THA;2022;7.3274584;2022;#4B4BB0
Trinidad y Tobago;TTO;2022;0.008836989;2022;#720034
Turquía;TUR;2022;18.845089;2022;#720034
Taiwán (China);TWN;2022;8.884109;2022;#720034
Ucrania;UKR;2022;31.416222;2022;#608584
Estados Unidos;USA;2022;18.942993;2022;#608584
Uzbekistán;UZB;2022;2.445178;2022;#608584
Venezuela;VEN;2022;28.314623;2022;#FF7B03
Argentina;ARG;2022;14.681846;2022;#FF7B03
Vietnam;VNM;2022;26.753923;2022;#FF7B03
Brasil;BRA;2022;49.713047;2022;#006CBA
Chile;CHL;2022;28.114304;2022;#000000
Sudáfrica;ZAF;2022;5.763209;2022;#FF7B03
Mundo;OWID_WRL;2022;18.208134;2022;#ABBABA
